borough;numfloors;LAT;LONG;coordinates 
MN;20.0;40.7681826;-73.952375;40.7681826, -73.952375
MN;7.0;40.812123;-73.952376;40.812123, -73.952376
MN;9.0;40.7842669;-73.952544;40.7842669, -73.952544
BK;10.0;40.7130846;-73.952555;40.7130846, -73.952555
BK;7.0;40.7167845;-73.952574;40.7167845, -73.952574
MN;31.0;40.7760272;-73.952651;40.7760272, -73.952651
BK;10.0;40.7014744;-73.952978;40.7014744, -73.952978
BK;11.0;40.7154397;-73.952979;40.7154397, -73.952979
BK;7.0;40.6997563;-73.953275;40.6997563, -73.953275
MN;18.0;40.7706395;-73.953283;40.7706395, -73.953283
MN;8.0;40.8156065;-73.953284;40.8156065, -73.953284
BK;9.0;40.7148278;-73.953351;40.7148278, -73.953351
MN;7.0;40.8147474;-73.953364;40.8147474, -73.953364
BK;8.0;40.6536084;-73.953383;40.6536084, -73.953383
MN;9.0;40.7838171;-73.953429;40.7838171, -73.953429
MN;10.0;40.7888866;-73.953458;40.7888866, -73.953458
MN;35.0;40.7788848;-73.953465;40.7788848, -73.953465
MN;16.0;40.7729946;-73.953498;40.7729946, -73.953498
BK;8.0;40.6124339;-73.953509;40.6124339, -73.953509
BK;7.0;40.655464;-73.953515;40.655464, -73.953515
MN;8.0;40.8081795;-73.953813;40.8081795, -73.953813
MN;37.0;40.7674092;-73.953899;40.7674092, -73.953899
BK;8.0;40.6150581;-73.953997;40.6150581, -73.953997
MN;13.0;40.7809985;-73.954146;40.7809985, -73.954146
MN;7.0;40.786650;-73.954236;40.786650, -73.954236
BK;10.0;40.6715844;-73.954369;40.6715844, -73.954369
MN;7.0;40.8012904;-73.954439;40.8012904, -73.954439
BK;9.0;40.6922498;-73.954445;40.6922498, -73.954445
BK;8.0;40.6114764;-73.954601;40.6114764, -73.954601
BK;7.0;40.6144353;-73.954671;40.6144353, -73.954671
BK;7.0;40.7176281;-73.954875;40.7176281, -73.954875
MN;35.0;40.7660647;-73.954936;40.7660647, -73.954936
BK;8.0;40.7325569;-73.955038;40.7325569, -73.955038
MN;16.0;40.7804912;-73.955262;40.7804912, -73.955262
MN;21.0;40.777494;-73.955506;40.777494, -73.955506
MN;19.0;40.7720266;-73.955654;40.7720266, -73.955654
MN;9.0;40.7867741;-73.955767;40.7867741, -73.955767
MN;24.0;40.7756936;-73.955861;40.7756936, -73.955861
MN;18.0;40.7825117;-73.956167;40.7825117, -73.956167
BK;7.0;40.6999798;-73.956279;40.6999798, -73.956279
MN;12.0;40.7806042;-73.956403;40.7806042, -73.956403
MN;8.0;40.7792044;-73.956422;40.7792044, -73.956422
MN;8.0;40.8038164;-73.956442;40.8038164, -73.956442
MN;30.0;40.7794844;-73.956624;40.7794844, -73.956624
BK;22.0;40.7222894;-73.956737;40.7222894, -73.956737
BK;7.0;40.699980;-73.956755;40.699980, -73.956755
MN;7.0;40.8069784;-73.956812;40.8069784, -73.956812
MN;7.0;40.8039291;-73.956897;40.8039291, -73.956897
BK;7.0;40.7057385;-73.956928;40.7057385, -73.956928
BK;8.0;40.668245;-73.957028;40.668245, -73.957028
MN;7.0;40.8031688;-73.957042;40.8031688, -73.957042
QN;12.0;40.7436876;-73.957102;40.7436876, -73.957102
BK;8.0;40.6937825;-73.957217;40.6937825, -73.957217
MN;15.0;40.7816337;-73.957222;40.7816337, -73.957222
MN;19.0;40.7682122;-73.957718;40.7682122, -73.957718
BK;Jun.21;40.6371936;-73.957801;40.6371936, -73.957801
MN;9.0;40.7751866;-73.957923;40.7751866, -73.957923
BK;8.0;40.6315915;-73.957927;40.6315915, -73.957927
QN;8.0;40.7440585;-73.958022;40.7440585, -73.958022
MN;30.0;40.7642818;-73.958132;40.7642818, -73.958132
BK;7.0;40.5769867;-73.958307;40.5769867, -73.958307
BK;12.0;40.5839914;-73.958317;40.5839914, -73.958317
MN;14.0;40.7759252;-73.958493;40.7759252, -73.958493
MN;13.0;40.7666782;-73.958737;40.7666782, -73.958737
MN;18.0;40.7676801;-73.958758;40.7676801, -73.958758
BK;8.0;40.6802541;-73.958859;40.6802541, -73.958859
BK;7.0;40.6720664;-73.958882;40.6720664, -73.958882
MN;15.0;40.7752666;-73.958905;40.7752666, -73.958905
MN;16.0;40.7743114;-73.958938;40.7743114, -73.958938
MN;9.0;40.7823809;-73.958962;40.7823809, -73.958962
MN;15.0;40.7781816;-73.959127;40.7781816, -73.959127
MN;33.0;40.7712704;-73.959301;40.7712704, -73.959301
MN;13.0;40.7779483;-73.959351;40.7779483, -73.959351
MN;13.0;40.772920;-73.959531;40.772920, -73.959531
MN;8.0;40.810586;-73.959537;40.810586, -73.959537
MN;15.0;40.7806904;-73.959548;40.7806904, -73.959548
MN;13.0;40.7775614;-73.959604;40.7775614, -73.959604
MN;20.0;40.7716026;-73.959651;40.7716026, -73.959651
MN;15.0;40.7696676;-73.959681;40.7696676, -73.959681
BK;13.0;40.6745123;-73.959771;40.6745123, -73.959771
MN;9.0;40.8068725;-73.959886;40.8068725, -73.959886
MN;20.0;40.7816292;-73.959894;40.7816292, -73.959894
BK;9.0;40.6822856;-73.960098;40.6822856, -73.960098
MN;20.0;40.7710044;-73.960099;40.7710044, -73.960099
MN;10.0;40.7740182;-73.960173;40.7740182, -73.960173
MN;7.0;40.7987922;-73.960299;40.7987922, -73.960299
MN;7.0;40.8005654;-73.960605;40.8005654, -73.960605
MN;13.0;40.7642525;-73.960659;40.7642525, -73.960659
BK;Jun.25;40.7175836;-73.960737;40.7175836, -73.960737
BK;7.0;40.6506633;-73.960744;40.6506633, -73.960744
BK;7.0;40.6530458;-73.960811;40.6530458, -73.960811
MN;11.0;40.7718061;-73.960882;40.7718061, -73.960882
MN;13.0;40.7802215;-73.960942;40.7802215, -73.960942
MN;19.0;40.7611594;-73.961177;40.7611594, -73.961177
MN;15.0;40.7612555;-73.961343;40.7612555, -73.961343
MN;14.0;40.7570287;-73.961497;40.7570287, -73.961497
BK;9.0;40.6793629;-73.961513;40.6793629, -73.961513
MN;11.0;40.7707881;-73.961518;40.7707881, -73.961518
MN;7.0;40.8086626;-73.961525;40.8086626, -73.961525
MN;14.0;40.7763901;-73.961688;40.7763901, -73.961688
BK;8.0;40.6494038;-73.961797;40.6494038, -73.961797
MN;27.0;40.7634624;-73.961811;40.7634624, -73.961811
MN;12.0;40.7783446;-73.962261;40.7783446, -73.962261
BK;11.0;40.7113892;-73.962418;40.7113892, -73.962418
BK;7.0;40.7166811;-73.962516;40.7166811, -73.962516
MN;20.0;40.765104;-73.962532;40.765104, -73.962532
MN;7.0;40.812028;-73.962567;40.812028, -73.962567
MN;15.0;40.7720675;-73.962622;40.7720675, -73.962622
MN;10.0;40.7618488;-73.962718;40.7618488, -73.962718
MN;15.0;40.7709696;-73.962767;40.7709696, -73.962767
BK;7.0;40.6412192;-73.962825;40.6412192, -73.962825
BK;26.0;40.710371;-73.962891;40.710371, -73.962891
MN;7.0;40.7946073;-73.962938;40.7946073, -73.962938
BK;7.0;40.7099319;-73.963032;40.7099319, -73.963032
MN;21.0;40.7630896;-73.963053;40.7630896, -73.963053
MN;15.0;40.7583771;-73.963745;40.7583771, -73.963745
MN;8.0;40.8057045;-73.963824;40.8057045, -73.963824
MN;23.0;40.7699901;-73.963894;40.7699901, -73.963894
MN;11.0;40.7673333;-73.964195;40.7673333, -73.964195
MN;9.0;40.8002811;-73.964199;40.8002811, -73.964199
MN;8.0;40.8050569;-73.964247;40.8050569, -73.964247
MN;13.0;40.7541943;-73.964397;40.7541943, -73.964397
MN;11.0;40.7666335;-73.964477;40.7666335, -73.964477
BK;7.0;40.6838846;-73.964568;40.6838846, -73.964568
MN;30.0;40.7636692;-73.964623;40.7636692, -73.964623
MN;20.0;40.7634771;-73.964735;40.7634771, -73.964735
MN;19.Mai;40.7704186;-73.964919;40.7704186, -73.964919
MN;19.0;40.7746977;-73.964924;40.7746977, -73.964924
BK;7.0;40.7165611;-73.964951;40.7165611, -73.964951
MN;19.0;40.7589154;-73.965102;40.7589154, -73.965102
BK;16.0;40.6925665;-73.965198;40.6925665, -73.965198
MN;7.0;40.7727956;-73.965203;40.7727956, -73.965203
MN;7.0;40.8054799;-73.965251;40.8054799, -73.965251
MN;11.0;40.7562147;-73.965273;40.7562147, -73.965273
MN;32.0;40.758018;-73.965301;40.758018, -73.965301
BK;8.0;40.6818701;-73.965319;40.6818701, -73.965319
BK;8.0;40.7045749;-73.965354;40.7045749, -73.965354
MN;9.0;40.8075138;-73.965398;40.8075138, -73.965398
BK;7.0;40.6400425;-73.965438;40.6400425, -73.965438
BK;11.0;40.7121834;-73.965617;40.7121834, -73.965617
MN;9.0;40.8015304;-73.965625;40.8015304, -73.965625
MN;57.0;40.7590804;-73.965878;40.7590804, -73.965878
MN;19.0;40.7548617;-73.965891;40.7548617, -73.965891
MN;20.0;40.7731719;-73.966026;40.7731719, -73.966026
BK;8.0;40.6967882;-73.966101;40.6967882, -73.966101
BK;8.0;40.7127161;-73.966129;40.7127161, -73.966129
MN;10.0;40.7668865;-73.966235;40.7668865, -73.966235
BK;13.0;40.6825182;-73.966321;40.6825182, -73.966321
MN;10.0;40.8055791;-73.966656;40.8055791, -73.966656
MN;13.0;40.8073001;-73.966666;40.8073001, -73.966666
MN;14.0;40.7555454;-73.966811;40.7555454, -73.966811
MN;20.0;40.7605766;-73.966906;40.7605766, -73.966906
MN;9.0;40.7919709;-73.966912;40.7919709, -73.966912
MN;12.0;40.8065454;-73.966977;40.8065454, -73.966977
MN;7.0;40.7655775;-73.967019;40.7655775, -73.967019
MN;12.0;40.7689892;-73.967122;40.7689892, -73.967122
MN;19.0;40.7891549;-73.967271;40.7891549, -73.967271
MN;32.0;40.7923552;-73.967338;40.7923552, -73.967338
MN;32.0;40.7555731;-73.967569;40.7555731, -73.967569
MN;46.0;40.7589628;-73.967589;40.7589628, -73.967589
MN;54.0;40.7615758;-73.967631;40.7615758, -73.967631
MN;15.0;40.7691459;-73.967714;40.7691459, -73.967714
BK;8.0;40.6297941;-73.967803;40.6297941, -73.967803
MN;7.0;40.7688906;-73.967873;40.7688906, -73.967873
BK;7.0;40.7082619;-73.968097;40.7082619, -73.968097
MN;7.0;40.7684845;-73.968097;40.7684845, -73.968097
MN;15.0;40.8029117;-73.968113;40.8029117, -73.968113
BK;8.0;40.6095789;-73.968263;40.6095789, -73.968263
MN;15.0;40.8001643;-73.968555;40.8001643, -73.968555
MN;30.0;40.790459;-73.968816;40.790459, -73.968816
MN;19.0;40.7692532;-73.968945;40.7692532, -73.968945
BK;7.0;40.6196744;-73.969029;40.6196744, -73.969029
MN;26.0;40.7914088;-73.969043;40.7914088, -73.969043
MN;13.0;40.7557025;-73.969121;40.7557025, -73.969121
MN;8.0;40.758988;-73.969152;40.758988, -73.969152
BK;22.0;40.7096757;-73.969164;40.7096757, -73.969164
MN;15.0;40.7508388;-73.969199;40.7508388, -73.969199
BK;24.0;40.7092284;-73.969294;40.7092284, -73.969294
MN;14.0;40.7563641;-73.969525;40.7563641, -73.969525
MN;16.0;40.7522991;-73.969581;40.7522991, -73.969581
MN;11.0;40.7548134;-73.969735;40.7548134, -73.969735
BK;7.0;40.6940446;-73.970336;40.6940446, -73.970336
BK;15.0;40.6840042;-73.970445;40.6840042, -73.970445
BK;8.0;40.6311096;-73.970472;40.6311096, -73.970472
MN;9.0;40.7600725;-73.970552;40.7600725, -73.970552
MN;7.0;40.7968795;-73.970673;40.7968795, -73.970673
MN;12.0;40.7981036;-73.970723;40.7981036, -73.970723
BK;8.0;40.6472106;-73.970728;40.6472106, -73.970728
MN;16.0;40.7839546;-73.970834;40.7839546, -73.970834
MN;9.0;40.756252;-73.971189;40.756252, -73.971189
BK;7.0;40.6725697;-73.971272;40.6725697, -73.971272
BK;12.0;40.6974319;-73.971301;40.6974319, -73.971301
MN;44.0;40.747403;-73.971413;40.747403, -73.971413
BK;7.0;40.6726356;-73.971445;40.6726356, -73.971445
MN;15.0;40.7958916;-73.971533;40.7958916, -73.971533
MN;10.0;40.7556785;-73.971774;40.7556785, -73.971774
BK;8.0;40.6344586;-73.971782;40.6344586, -73.971782
MN;11.0;40.7508395;-73.971841;40.7508395, -73.971841
MN;12.0;40.7965586;-73.971865;40.7965586, -73.971865
MN;8.0;40.7644233;-73.972023;40.7644233, -73.972023
MN;13.0;40.796254;-73.972071;40.796254, -73.972071
MN;7.0;40.7930071;-73.972401;40.7930071, -73.972401
MN;50.0;40.7570757;-73.972405;40.7570757, -73.972405
MN;20.0;40.7903969;-73.972514;40.7903969, -73.972514
MN;7.0;40.7469064;-73.972532;40.7469064, -73.972532
MN;8.0;40.7977555;-73.972576;40.7977555, -73.972576
MN;12.0;40.7897574;-73.972601;40.7897574, -73.972601
MN;22.0;40.7544161;-73.972666;40.7544161, -73.972666
MN;42.0;40.7513118;-73.972689;40.7513118, -73.972689
MN;13.0;40.7953347;-73.972689;40.7953347, -73.972689
MN;9.0;40.7602021;-73.972808;40.7602021, -73.972808
MN;18.0;40.7939322;-73.972899;40.7939322, -73.972899
BK;7.0;40.6950306;-73.972914;40.6950306, -73.972914
MN;15.0;40.7923759;-73.972943;40.7923759, -73.972943
MN;18.0;40.7898178;-73.973009;40.7898178, -73.973009
MN;13.0;40.7949587;-73.973025;40.7949587, -73.973025
MN;15.0;40.7411344;-73.973303;40.7411344, -73.973303
MN;47.0;40.7565023;-73.973351;40.7565023, -73.973351
MN;7.0;40.7917255;-73.973373;40.7917255, -73.973373
MN;15.0;40.7867301;-73.973505;40.7867301, -73.973505
MN;12.0;40.7968417;-73.973519;40.7968417, -73.973519
BK;8.0;40.6781944;-73.973732;40.6781944, -73.973732
MN;20.0;40.7927192;-73.973741;40.7927192, -73.973741
MN;15.Mai;40.786840;-73.973765;40.786840, -73.973765
BK;7.0;40.6489844;-73.973812;40.6489844, -73.973812
MN;13.0;40.7477988;-73.974051;40.7477988, -73.974051
MN;42.0;40.7560139;-73.974138;40.7560139, -73.974138
MN;48.0;40.7521301;-73.974237;40.7521301, -73.974237
MN;30.0;40.7591896;-73.974292;40.7591896, -73.974292
MN;7.0;40.7947368;-73.974672;40.7947368, -73.974672
MN;12.0;40.7911934;-73.974825;40.7911934, -73.974825
MN;7.0;40.7940177;-73.974907;40.7940177, -73.974907
MN;21.0;40.7648357;-73.974936;40.7648357, -73.974936
MN;31.0;40.7522455;-73.974948;40.7522455, -73.974948
MN;21.0;40.7539143;-73.974969;40.7539143, -73.974969
MN;50.0;40.7622941;-73.975103;40.7622941, -73.975103
MN;12.0;40.764575;-73.975113;40.764575, -73.975113
BK;8.0;40.647036;-73.975456;40.647036, -73.975456
MN;7.0;40.7589319;-73.975606;40.7589319, -73.975606
MN;14.0;40.7902082;-73.975609;40.7902082, -73.975609
MN;20.0;40.7484333;-73.975747;40.7484333, -73.975747
MN;7.0;40.7950609;-73.975842;40.7950609, -73.975842
MN;26.0;40.7269611;-73.975845;40.7269611, -73.975845
MN;31.0;40.7526959;-73.975861;40.7526959, -73.975861
MN;51.0;40.7591982;-73.976086;40.7591982, -73.976086
MN;42.0;40.7576392;-73.976101;40.7576392, -73.976101
MN;9.0;40.7933373;-73.976164;40.7933373, -73.976164
MN;14.0;40.7914435;-73.976367;40.7914435, -73.976367
MN;15.0;40.7826466;-73.976417;40.7826466, -73.976417
MN;26.0;40.750459;-73.976432;40.750459, -73.976432
BK;7.0;40.5805958;-73.976816;40.5805958, -73.976816
MN;8.0;40.7569889;-73.976834;40.7569889, -73.976834
MN;35.0;40.7480931;-73.976866;40.7480931, -73.976866
MN;37.0;40.7654262;-73.976896;40.7654262, -73.976896
MN;10.0;40.7794161;-73.976902;40.7794161, -73.976902
MN;9.0;40.7627473;-73.976915;40.7627473, -73.976915
MN;9.0;40.7570245;-73.976917;40.7570245, -73.976917
MN;21.0;40.7449422;-73.976997;40.7449422, -73.976997
MN;12.0;40.7823229;-73.977114;40.7823229, -73.977114
MN;31.0;40.7475607;-73.977144;40.7475607, -73.977144
MN;12.0;40.7829981;-73.977251;40.7829981, -73.977251
MN;8.0;40.7563659;-73.977289;40.7563659, -73.977289
BK;7.0;40.6050659;-73.977625;40.6050659, -73.977625
MN;14.0;40.7597832;-73.977638;40.7597832, -73.977638
MN;15.0;40.7552571;-73.977773;40.7552571, -73.977773
MN;9.0;40.7657091;-73.977802;40.7657091, -73.977802
MN;14.0;40.7467127;-73.977812;40.7467127, -73.977812
MN;29.0;40.760925;-73.978013;40.760925, -73.978013
MN;16.0;40.7566323;-73.978018;40.7566323, -73.978018
MN;7.0;40.7426313;-73.978019;40.7426313, -73.978019
MN;13.0;40.7658052;-73.978098;40.7658052, -73.978098
BK;7.0;40.6681576;-73.978177;40.6681576, -73.978177
BK;11.0;40.6940656;-73.978237;40.6940656, -73.978237
MN;9.0;40.7745198;-73.978514;40.7745198, -73.978514
MN;12.0;40.7474018;-73.978649;40.7474018, -73.978649
MN;14.0;40.7376168;-73.978728;40.7376168, -73.978728
MN;10.0;40.748744;-73.978793;40.748744, -73.978793
MN;7.0;40.7844805;-73.978796;40.7844805, -73.978796
MN;13.0;40.7497267;-73.978919;40.7497267, -73.978919
MN;8.0;40.7908182;-73.978971;40.7908182, -73.978971
MN;15.0;40.7812556;-73.979299;40.7812556, -73.979299
MN;19.0;40.7407596;-73.979326;40.7407596, -73.979326
MN;41.0;40.750745;-73.979359;40.750745, -73.979359
BK;9.0;40.6860016;-73.979379;40.6860016, -73.979379
MN;12.0;40.7770671;-73.979535;40.7770671, -73.979535
MN;10.0;40.7825237;-73.979555;40.7825237, -73.979555
MN;19.0;40.7859711;-73.979572;40.7859711, -73.979572
MN;10.0;40.7771468;-73.979701;40.7771468, -73.979701
MN;32.0;40.7723984;-73.979753;40.7723984, -73.979753
MN;16.0;40.763467;-73.979781;40.763467, -73.979781
MN;10.0;40.7734194;-73.979796;40.7734194, -73.979796
MN;22.0;40.7557488;-73.979805;40.7557488, -73.979805
MN;9.0;40.7772319;-73.979896;40.7772319, -73.979896
MN;26.0;40.7726427;-73.979901;40.7726427, -73.979901
MN;43.0;40.751198;-73.979976;40.751198, -73.979976
MN;46.0;40.761768;-73.980027;40.761768, -73.980027
MN;21.0;40.7468915;-73.980165;40.7468915, -73.980165
MN;21.0;40.7510745;-73.980189;40.7510745, -73.980189
MN;21.0;40.7395219;-73.980243;40.7395219, -73.980243
MN;13.0;40.7895833;-73.980257;40.7895833, -73.980257
MN;15.0;40.764554;-73.980333;40.764554, -73.980333
MN;12.0;40.786328;-73.980388;40.786328, -73.980388
MN;7.0;40.7284469;-73.980405;40.7284469, -73.980405
MN;7.0;40.7366317;-73.980565;40.7366317, -73.980565
MN;70.0;40.7669584;-73.980567;40.7669584, -73.980567
BK;15.0;40.6932316;-73.980574;40.6932316, -73.980574
MN;27.0;40.7504653;-73.980597;40.7504653, -73.980597
BK;7.0;40.6831528;-73.980613;40.6831528, -73.980613
MN;23.0;40.7548047;-73.980621;40.7548047, -73.980621
MN;14.0;40.7528505;-73.980719;40.7528505, -73.980719
MN;9.0;40.7755221;-73.980893;40.7755221, -73.980893
BK;10.0;40.6811766;-73.980902;40.6811766, -73.980902
MN;12.0;40.7515056;-73.981001;40.7515056, -73.981001
MN;47.0;40.7605413;-73.981002;40.7605413, -73.981002
MN;28.0;40.7673099;-73.981177;40.7673099, -73.981177
MN;58.0;40.753910;-73.981206;40.753910, -73.981206
MN;7.0;40.7728927;-73.981262;40.7728927, -73.981262
MN;17.0;40.7366593;-73.981348;40.7366593, -73.981348
MN;20.0;40.7667418;-73.981419;40.7667418, -73.981419
MN;36.0;40.7731562;-73.981428;40.7731562, -73.981428
MN;10.0;40.7210197;-73.981475;40.7210197, -73.981475
MN;10.0;40.7435102;-73.981476;40.7435102, -73.981476
MN;16.0;40.7502102;-73.981521;40.7502102, -73.981521
MN;14.0;40.7503447;-73.981835;40.7503447, -73.981835
BK;12.0;40.6798099;-73.981847;40.6798099, -73.981847
MN;16.0;40.7501608;-73.981882;40.7501608, -73.981882
MN;9.0;40.742643;-73.981884;40.742643, -73.981884
MN;34.0;40.7454015;-73.982089;40.7454015, -73.982089
MN;7.0;40.7512121;-73.982091;40.7512121, -73.982091
MN;12.0;40.7501719;-73.982196;40.7501719, -73.982196
BK;34.0;40.6885685;-73.982216;40.6885685, -73.982216
MN;21.0;40.7792305;-73.982376;40.7792305, -73.982376
MN;9.0;40.7842286;-73.982418;40.7842286, -73.982418
MN;29.0;40.7520493;-73.982477;40.7520493, -73.982477
MN;26.0;40.765246;-73.982488;40.765246, -73.982488
MN;12.0;40.781956;-73.982498;40.781956, -73.982498
MN;26.0;40.7662753;-73.982531;40.7662753, -73.982531
MN;27.0;40.7693604;-73.982606;40.7693604, -73.982606
MN;27.0;40.7752753;-73.982637;40.7752753, -73.982637
MN;06.Mai;40.7306513;-73.982746;40.7306513, -73.982746
MN;41.0;40.7777978;-73.982788;40.7777978, -73.982788
MN;32.0;40.7605196;-73.982843;40.7605196, -73.982843
MN;47.0;40.7548243;-73.982848;40.7548243, -73.982848
MN;13.0;40.763989;-73.982907;40.763989, -73.982907
MN;7.0;40.7188735;-73.982933;40.7188735, -73.982933
BK;7.0;40.5924709;-73.982987;40.5924709, -73.982987
BK;7.0;40.6945769;-73.982997;40.6945769, -73.982997
MN;8.0;40.7426404;-73.983028;40.7426404, -73.983028
BK;342.87;40.6384078;-73.983123;40.6384078, -73.983123
MN;10.0;40.740870;-73.983162;40.740870, -73.983162
MN;7.0;40.7409469;-73.983364;40.7409469, -73.983364
BK;12.0;40.6763132;-73.983373;40.6763132, -73.983373
MN;48.0;40.7589305;-73.983392;40.7589305, -73.983392
BK;9.0;40.6761074;-73.983492;40.6761074, -73.983492
MN;8.0;40.7256559;-73.983505;40.7256559, -73.983505
MN;15.0;40.7774438;-73.983521;40.7774438, -73.983521
MN;7.0;40.7205946;-73.983618;40.7205946, -73.983618
MN;11.0;40.7826012;-73.983675;40.7826012, -73.983675
MN;10.0;40.7590651;-73.983706;40.7590651, -73.983706
MN;16.0;40.7817531;-73.983733;40.7817531, -73.983733
MN;16.0;40.7442544;-73.983771;40.7442544, -73.983771
BK;14.0;40.7007033;-73.983778;40.7007033, -73.983778
MN;13.0;40.759861;-73.983825;40.759861, -73.983825
MN;21.0;40.7760139;-73.983933;40.7760139, -73.983933
MN;7.0;40.726817;-73.984035;40.726817, -73.984035
MN;13.0;40.7793131;-73.984073;40.7793131, -73.984073
MN;18.0;40.7509709;-73.984087;40.7509709, -73.984087
MN;10.0;40.7504933;-73.984116;40.7504933, -73.984116
MN;14.0;40.7689489;-73.984126;40.7689489, -73.984126
BK;06.Mai;40.7001901;-73.984128;40.7001901, -73.984128
BK;11.0;40.6751935;-73.984224;40.6751935, -73.984224
MN;45.0;40.7742216;-73.984262;40.7742216, -73.984262
MN;10.0;40.7494421;-73.984275;40.7494421, -73.984275
MN;16.0;40.739786;-73.984299;40.739786, -73.984299
MN;12.0;40.757679;-73.984302;40.757679, -73.984302
BK;8.0;40.7027016;-73.984369;40.7027016, -73.984369
MN;8.0;40.7481273;-73.984398;40.7481273, -73.984398
MN;21.0;40.7569133;-73.984414;40.7569133, -73.984414
MN;21.0;40.7134968;-73.984435;40.7134968, -73.984435
MN;19.0;40.7811246;-73.984495;40.7811246, -73.984495
MN;12.0;40.7219506;-73.984516;40.7219506, -73.984516
MN;16.0;40.7479572;-73.984528;40.7479572, -73.984528
MN;16.0;40.7389681;-73.984577;40.7389681, -73.984577
MN;48.0;40.7571548;-73.984645;40.7571548, -73.984645
BK;40.0;40.6923429;-73.984696;40.6923429, -73.984696
MN;8.0;40.7660478;-73.984726;40.7660478, -73.984726
MN;12.0;40.7504385;-73.984744;40.7504385, -73.984744
MN;8.0;40.7183441;-73.984773;40.7183441, -73.984773
MN;12.0;40.751583;-73.984787;40.751583, -73.984787
MN;13.0;40.7499746;-73.984791;40.7499746, -73.984791
MN;19.0;40.7818905;-73.984809;40.7818905, -73.984809
MN;9.0;40.7628228;-73.984835;40.7628228, -73.984835
MN;7.0;40.7292133;-73.984904;40.7292133, -73.984904
MN;24.0;40.7531613;-73.984931;40.7531613, -73.984931
MN;34.0;40.7524586;-73.984942;40.7524586, -73.984942
BK;13.0;40.6742521;-73.985057;40.6742521, -73.985057
MN;12.0;40.7541329;-73.985086;40.7541329, -73.985086
MN;12.0;40.745196;-73.985171;40.745196, -73.985171
MN;21.0;40.7400524;-73.985266;40.7400524, -73.985266
MN;32.0;40.7353644;-73.985267;40.7353644, -73.985267
MN;20.0;40.7709939;-73.985353;40.7709939, -73.985353
MN;18.0;40.7515886;-73.985563;40.7515886, -73.985563
MN;20.0;40.7405136;-73.985634;40.7405136, -73.985634
MN;7.0;40.765617;-73.985643;40.765617, -73.985643
MN;12.0;40.7394761;-73.985728;40.7394761, -73.985728
BK;32.0;40.6235973;-73.986095;40.6235973, -73.986095
BK;13.0;40.6979287;-73.986231;40.6979287, -73.986231
MN;7.0;40.7368357;-73.986324;40.7368357, -73.986324
MN;19.0;40.7350296;-73.986328;40.7350296, -73.986328
MN;12.0;40.7527278;-73.986346;40.7527278, -73.986346
MN;20.0;40.7503097;-73.986379;40.7503097, -73.986379
